latitude,longitude,height,distance,sum_distance,slope,date,utm_x,utm_y,velocidad_gps,consumo_total,consumo_inst,timestamp,ds,velocidad
-3.8703119965688293,-79.27661900000587,2693.6,36.654923987042224,81437.66286310273,0.0,2017/08/15 13:25:08,691363.5108696255,9572013.405398661,68.36,3101.5,4.5,1502821508.0,2.0,18.327461993521112
-3.8700769965658766,-79.27636700000586,2693.6,38.20447071864908,81475.86733382137,0.0,2017/08/15 13:25:10,691391.5540512351,9572039.3360284,68.3,3101.51,5.5,1502821510.0,2.0,19.10223535932454
-3.869881996562667,-79.27609300000587,2693.6,37.309395019174126,81513.17672884054,0.0,2017/08/15 13:25:12,691422.0318716901,9572060.83829175,67.86,3101.51,2.7,1502821512.0,2.0,18.654697509587063
-3.8698089965587474,-79.27575700000587,2693.6,38.19375301563626,81551.37048185618,0.0,2017/08/15 13:25:14,691459.368833171,9572068.835185004,67.86,3101.51,2.7,1502821514.0,2.0,19.09687650781813
-3.8698459965545524,-79.2753980000059,2691.2,40.09470896604112,81591.46519082223,-0.05985827212345676,2017/08/15 13:25:16,691499.2357710671,9572064.662517311,67.86,3101.52,7.2,1502821516.0,2.0,20.04735448302056
-3.8698469965502706,-79.2750320000059,2689.2,40.66300458946682,81632.1281954117,-0.049184757009275985,2017/08/15 13:25:18,691539.8883165559,9572064.469314223,67.86,3101.52,6.9,1502821518.0,2.0,20.33150229473341
-3.869640996544267,-79.27452100000589,2689.2,61.16949334615414,81693.29768875786,0.0,2017/08/15 13:25:21,691596.6930197158,9572087.134470858,74.52,3101.52,6.9,1502821521.0,3.0,20.389831115384712
-3.869449996540491,-79.2742000000059,2689.2,41.451280893819856,81734.74896965167,0.0,2017/08/15 13:25:23,691632.3904707335,9572108.183740512,74.89,3101.52,0.3,1502821523.0,2.0,20.725640446909928
-3.869325996536276,-79.27384200000593,2689.2,42.07228349598488,81776.82125314766,0.0,2017/08/15 13:25:25,691672.1825861298,9572121.815440523,75.1,3101.52,0.5,1502821525.0,2.0,21.03614174799244
-3.869299996531444,-79.27343000000592,2689.2,45.86253137757567,81822.68378452523,0.0,2017/08/15 13:25:27,691717.9506353472,9572124.597580807,79.45,3101.52,1.7,1502821527.0,2.0,22.931265688787835
-3.869286996526755,-79.27303300000594,2689.2,44.129631489238996,81866.81341601447,0.0,2017/08/15 13:25:29,691762.0496721237,9572125.945482185,80.28,3101.52,2.25,1502821529.0,2.0,22.064815744619498
-3.8692989965220854,-79.27263600000593,2689.2,44.1261758163395,81910.93959183081,0.0,2017/08/15 13:25:31,691806.1430932845,9572124.528732736,73.97,3101.52,1.95,1502821531.0,2.0,22.06308790816975
-3.869404996518135,-79.27230100000594,2689.2,39.02237123056939,81949.96196306139,0.0,2017/08/15 13:25:33,691843.3288137717,9572112.73096596,65.95,3101.52,1.95,1502821533.0,2.0,19.511185615284695
-3.8696629965158063,-79.27210200000596,2689.2,36.101442065508884,81986.0634051269,0.0,2017/08/15 13:25:35,691865.3743321064,9572084.154974084,56.97,3101.52,0.15,1502821535.0,2.0,18.050721032754442
-3.8699899965151956,-79.27204900000594,2689.2,36.64750129540191,82022.7109064223,0.0,2017/08/15 13:25:37,691871.187594393,9572047.981607048,60.28,3101.52,0.4,1502821537.0,2.0,18.323750647700955
-3.870331996515214,-79.27204900000594,2689.2,37.83023965039479,82060.5411460727,0.0,2017/08/15 13:25:39,691871.1105851931,9572010.1614458,61.99,3101.52,0.4,1502821539.0,2.0,18.915119825197394
-3.870700996515585,-79.27207900000595,2689.2,40.95187519224375,82101.49302126495,0.0,2017/08/15 13:25:41,691867.695292251,9571969.362267887,64.8,3101.52,5.2,1502821541.0,2.0,20.475937596121874
-3.87102899651615,-79.27212500000593,2689.2,36.64013502149274,82138.13315628644,0.0,2017/08/15 13:25:43,691862.5120575342,9571933.100706013,58.02,3101.52,5.35,1502821543.0,2.0,18.32006751074637
-3.8713849965172527,-79.27221700000594,2689.2,40.683044398693546,82178.81620068513,0.0,2017/08/15 13:25:45,691852.2131508306,9571893.753164014,59.69,3101.52,1.0,1502821545.0,2.0,20.341522199346773
-3.8716819965187073,-79.27233900000594,2689.2,35.53955395767778,82214.3557546428,0.0,2017/08/15 13:25:47,691838.5953421871,9571860.93694101,63.08,3101.52,1.0,1502821547.0,2.0,17.76977697883889
-3.871994996519542,-79.27240800000594,2670.1,35.46158995815412,82249.81734460096,-0.5386109315047226,2017/08/15 13:25:49,691830.8608054322,9571826.33936636,63.08,3101.53,6.4,1502821549.0,2.0,17.73079497907706
-3.872442996518113,-79.27228500000594,2670.1,51.401532343351896,82301.21887694432,0.0,2017/08/15 13:25:52,691844.4218707456,9571776.769344127,62.62,3101.53,6.4,1502821552.0,3.0,17.133844114450632
-3.8726439965153454,-79.27204900000594,2670.1,34.37867362790558,82335.59755057222,0.0,2017/08/15 13:25:54,691870.5898067422,9571754.488301678,63.04,3101.53,0.75,1502821554.0,2.0,17.18933681395279
-3.872728996511823,-79.27175100000592,2670.1,34.4186212534339,82370.01617182566,0.0,2017/08/15 13:25:56,691903.6703965295,9571745.0211059,61.73,3101.53,0.75,1502821556.0,2.0,17.20931062671695
-3.872654996508142,-79.27143900000597,2670.1,35.61793431949451,82405.63410614515,0.0,2017/08/15 13:25:58,691938.3418450701,9571753.133789957,64.47,3101.53,2.85,1502821558.0,2.0,17.808967159747255
-3.87254599650442,-79.27112600000594,2670.1,36.80625317224525,82442.44035931739,0.0,2017/08/15 13:26:00,691973.1322681995,9571765.116723904,66.76,3101.54,10.6,1502821560.0,2.0,18.403126586122625
-3.8724389965006143,-79.27080500000596,2670.1,37.57669605671959,82480.0170553741,0.0,2017/08/15 13:26:02,692008.8108388155,9571776.876666566,69.02,3101.55,12.4,1502821562.0,2.0,18.788348028359795
-3.8723409964965487,-79.27046200000596,2670.1,39.61956471141058,82519.63662008551,0.0,2017/08/15 13:26:04,692046.9310022808,9571787.63634844,71.17,3101.55,12.5,1502821564.0,2.0,19.80978235570529
-3.8722209964925445,-79.27012600000596,2670.1,39.61972799424739,82559.25634807975,0.0,2017/08/15 13:26:06,692084.2786309277,9571800.830482978,72.02,3101.56,11.4,1502821566.0,2.0,19.809863997123696
-3.872108996488463,-79.26978300000597,2670.1,40.070869915955676,82599.32721799571,0.0,2017/08/15 13:26:08,692122.4019833552,9571813.138338117,71.32,3101.56,8.0,1502821568.0,2.0,20.035434957977838
-3.872085996484289,-79.26943200000598,2670.1,39.079644935698866,82638.40686293141,0.0,2017/08/15 13:26:10,692161.3938570152,9571815.602266664,70.91,3101.57,8.15,1502821570.0,2.0,19.539822467849433
-3.8721899964803015,-79.26909600000597,2670.1,39.06257086127677,82677.46943379269,0.0,2017/08/15 13:26:12,692198.6909813319,9571804.025228675,71.86,3101.57,11.1,1502821572.0,2.0,19.531285430638384
-3.872361996476496,-79.26877600000599,2670.1,40.322882629624075,82717.79231642232,0.0,2017/08/15 13:26:14,692234.1955819016,9571784.931987874,72.17,3101.58,12.2,1502821574.0,2.0,20.161441314812038
-3.872542996472776,-79.26846300000601,2670.1,40.12625722048739,82757.9185736428,0.0,2017/08/15 13:26:16,692268.9206280443,9571764.845045255,73.14,3101.59,11.9,1502821576.0,2.0,20.063128610243695
-3.872750996469249,-79.26816600000598,2677.5,40.22623169887503,82798.14480534168,0.18395956288908463,2017/08/15 13:26:18,692301.8623949453,9571741.775903843,73.14,3101.59,11.9,1502821578.0,2.0,20.113115849437516
-3.8730309964667953,-79.26796000000601,2676.3,38.51084760940063,82836.65565295109,-0.03116005163456579,2017/08/15 13:26:20,692324.680227795,9571710.76523196,73.14,3101.59,3.45,1502821580.0,2.0,19.255423804700314
-3.8735089964665383,-79.26793700000601,2676.3,52.93168242405174,82889.58733537514,0.0,2017/08/15 13:26:23,692327.1269344547,9571657.900138589,60.91,3101.6,5.25,1502821583.0,3.0,17.643894141350582
-3.873862996468387,-79.26808900000601,2676.3,42.64279998545376,82932.23013536059,0.0,2017/08/15 13:26:25,692310.1638586686,9571618.787356861,73.21,3101.6,10.25,1502821585.0,2.0,21.32139999272688
-3.87419699647058,-79.26827200000598,2676.3,42.169266483806005,82974.39940184439,0.0,2017/08/15 13:26:27,692289.7620467076,9571581.893321853,75.91,3101.61,7.85,1502821587.0,2.0,21.084633241903003
-3.874513996473062,-79.26847800000598,2676.3,41.87220146791505,83016.2716033123,0.0,2017/08/15 13:26:29,692266.8094090912,9571546.884461,77.54,3101.61,7.75,1502821589.0,2.0,20.936100733957524
-3.874795996476446,-79.26876100000601,2676.3,44.28857356318739,83060.56017687549,0.0,2017/08/15 13:26:31,692235.312079687,9571515.763562601,78.28,3101.61,1.65,1502821591.0,2.0,22.144286781593696
-3.875055996480005,-79.26905800000597,2676.3,43.77012148736262,83104.33029836285,0.0,2017/08/15 13:26:33,692202.2647204092,9571487.078718565,77.9,3101.61,1.65,1502821593.0,2.0,21.88506074368131
-3.8752829964839175,-79.26938600000598,2676.3,44.25302484006469,83148.58332320291,0.0,2017/08/15 13:26:35,692165.781578727,9571462.050222406,76.6,3101.61,0.65,1502821595.0,2.0,22.126512420032345
-3.8754599964880208,-79.26973000000599,2676.3,42.94092127692667,83191.52424447984,0.0,2017/08/15 13:26:37,692127.5325854874,9571442.55461988,76.75,3101.61,0.65,1502821597.0,2.0,21.470460638463337
-3.875664996491743,-79.27004200000599,2676.3,41.42115305228752,83232.94539753212,0.0,2017/08/15 13:26:39,692092.8316181309,9571419.955361892,71.6,3101.61,0.65,1502821599.0,2.0,20.71057652614376
-3.875956996494023,-79.27023300000597,2676.3,38.646533519753994,83271.59193105188,0.0,2017/08/15 13:26:41,692071.5508207493,9571387.707735851,71.19,3101.61,0.3,1502821601.0,2.0,19.323266759876997
-3.8763079964944946,-79.27027100000595,2676.3,39.05435808584202,83310.64628913772,0.0,2017/08/15 13:26:43,692067.2508215542,9571348.900882008,71.06,3101.61,0.3,1502821603.0,2.0,19.52717904292101
-3.8766369964931555,-79.27015700000595,2676.3,38.53314093228763,83349.17943007,0.0,2017/08/15 13:26:45,692079.8388129016,9571312.492437093,70.82,3101.61,0.3,1502821605.0,2.0,19.266570466143815
-3.8769289964909053,-79.26996600000597,2676.3,38.64652192799944,83387.82595199799,0.0,2017/08/15 13:26:47,692100.987728754,9571280.15817995,71.67,3101.61,0.2,1502821607.0,2.0,19.32326096399972
-3.8772399964890223,-79.26980600000597,2676.3,38.722400994475265,83426.54835299247,0.0,2017/08/15 13:26:49,692118.6890881659,9571245.729821498,68.89,3101.61,0.2,1502821609.0,2.0,19.361200497237633
-3.877579996488677,-79.26977500000598,2653.7,37.76645363240205,83464.31480662487,-0.5984146729787333,2017/08/15 13:26:51,692122.0555323152,9571208.123746926,68.89,3101.61,0.2,1502821611.0,2.0,18.883226816201024
-3.8779099964901422,-79.26989700000597,2652.3,38.9379352421747,83503.25274186704,-0.03595465427974875,2017/08/15 13:26:53,692108.4301484877,9571171.658241887,68.89,3101.61,0.45,1502821613.0,2.0,19.46896762108735
-3.8784029964925337,-79.27009600000595,2652.3,58.83901509825219,83562.09175696528,0.0,2017/08/15 13:26:56,692086.2153768861,9571117.184790187,71.38,3101.61,0.45,1502821616.0,3.0,19.61300503275073
-3.878764996492385,-79.27008100000596,2652.3,40.076653964188324,83602.16841092947,0.0,2017/08/15 13:26:58,692087.7996787515,9571077.149471436,74.27,3101.61,1.0,1502821618.0,2.0,20.038326982094162
-3.8791339964913005,-79.26998900000595,2652.3,42.076125808313776,83644.24453673778,0.0,2017/08/15 13:27:00,692097.9349517615,9571036.322578564,78.51,3101.61,1.0,1502821620.0,2.0,21.038062904156888
-3.87950499648978,-79.26985900000595,2652.3,43.504067977735986,83687.74860471551,0.0,2017/08/15 13:27:02,692112.2904997637,9570995.265883729,79.8,3101.61,1.0,1502821622.0,2.0,21.752033988867993
-3.8798419964872624,-79.26964600000595,2652.3,44.1526945958466,83731.90129931136,0.0,2017/08/15 13:27:04,692135.8727026868,9570957.95024101,79.84,3101.61,1.0,1502821624.0,2.0,22.0763472979233
-3.880157996484465,-79.26940900000596,2652.3,43.76064630009865,83775.66194561146,0.0,2017/08/15 13:27:06,692162.1253620966,9570922.951427808,79.99,3101.61,1.25,1502821626.0,2.0,21.880323150049325
-3.8804629964814095,-79.26915000000598,2652.3,44.340616134558786,83820.00256174602,0.0,2017/08/15 13:27:08,692190.8240733999,9570889.164041162,78.99,3101.61,1.25,1502821628.0,2.0,22.170308067279393
-3.8807179964781398,-79.26887500000599,2652.3,41.581551651139485,83861.58411339716,0.0,2017/08/15 13:27:10,692221.3112260572,9570860.902274948,74.91,3101.61,0.4,1502821630.0,2.0,20.790775825569742
-3.8808689964741396,-79.268539000006,2652.3,40.895729273634814,83902.47984267079,0.0,2017/08/15 13:27:12,692258.5972884409,9570844.127519803,73.17,3101.61,0.45,1502821632.0,2.0,20.447864636817407
-3.880879996469604,-79.268158000006,2652.3,42.34603915951924,83944.8258818303,0.0,2017/08/15 13:27:14,692300.9132702824,9570842.82448776,76.01,3101.61,2.05,1502821634.0,2.0,21.17301957975962
-3.88079699646504,-79.26777600000602,2652.3,43.42107667567736,83988.24695850597,0.0,2017/08/15 13:27:16,692343.3616088177,9570851.916249622,79.41,3101.61,2.05,1502821636.0,2.0,21.71053833783868
-3.880694996460373,-79.26738700000601,2652.3,44.66525321341046,84032.91221171939,0.0,2017/08/15 13:27:18,692386.591770561,9570863.107529942,79.84,3101.61,2.05,1502821638.0,2.0,22.33262660670523
-3.88058999645571,-79.266998000006,2652.3,44.75021972289097,84077.66243144228,0.0,2017/08/15 13:27:20,692429.8226302548,9570874.630551724,78.38,3101.61,1.95,1502821640.0,2.0,22.375109861445484
-3.880521996451224,-79.266624000006,2625.7,42.226242666209295,84119.88867410849,-0.6299400164553708,2017/08/15 13:27:22,692471.3790451285,9570882.065303078,78.38,3101.61,1.8,1502821642.0,2.0,21.113121333104647
-3.8805859964470124,-79.26627300000602,2623.9,39.633650589809555,84159.5223246983,-0.045415952686996136,2017/08/15 13:27:24,692510.350910086,9570874.90796923,78.38,3101.61,1.8,1502821644.0,2.0,19.816825294904778
-3.880947996442107,-79.26586200000604,2623.9,60.72706933153714,84220.24939402983,0.0,2017/08/15 13:27:27,692555.9195855992,9570834.782437207,74.93,3101.61,0.9,1502821647.0,3.0,20.24235644384571
-3.881248996439259,-79.26562500000601,2623.9,42.44752316592499,84262.69691719576,0.0,2017/08/15 13:27:29,692582.1754862064,9570801.442205418,78.14,3101.61,0.9,1502821649.0,2.0,21.223761582962496
-3.8815649964362517,-79.26537300000604,2623.9,44.78295513104906,84307.4798723268,0.0,2017/08/15 13:27:31,692610.0940483153,9570766.439756919,81.82,3101.62,13.35,1502821651.0,2.0,22.39147756552453
-3.8818899964332423,-79.26512100000605,2623.9,45.564011830682205,84353.04388415748,0.0,2017/08/15 13:27:33,692638.0105466242,9570730.442019267,82.91,3101.62,12.1,1502821653.0,2.0,22.782005915341102
-3.882208996430137,-79.26486200000603,2623.9,45.52970858626055,84398.57359274373,0.0,2017/08/15 13:27:35,692666.7058868443,9570695.106183074,82.47,3101.62,7.15,1502821655.0,2.0,22.764854293130274
-3.882522996426935,-79.26459500000605,2623.9,45.674566580166484,84444.2481593239,0.0,2017/08/15 13:27:37,692696.2909146056,9570660.321433926,82.27,3101.63,4.0,1502821657.0,2.0,22.837283290083242
-3.882829996423721,-79.26432800000607,2623.9,45.08873140324514,84489.33689072715,0.0,2017/08/15 13:27:39,692725.8775072735,9570626.310765611,79.08,3101.63,4.3,1502821659.0,2.0,22.54436570162257
-3.8831349964205226,-79.26406100000607,2623.9,44.92239659201619,84534.25928731916,0.0,2017/08/15 13:27:41,692755.4645311038,9570592.521249656,78.64,3101.63,6.8,1502821661.0,2.0,22.461198296008096
-3.883688996415573,-79.26364900000607,2623.9,76.47892874976795,84610.73821606893,0.0,2017/08/15 13:27:45,692801.1004418142,9570531.162788806,68.71,3101.64,13.25,1502821665.0,4.0,19.119732187441986
-3.8839519964135483,-79.26348100000607,2623.9,34.56556306758835,84645.30377913652,0.0,2017/08/15 13:27:47,692819.7008157477,9570502.040408608,62.28,3101.65,3.15,1502821667.0,2.0,17.282781533794175
-3.884209996411914,-79.26334400000607,2623.9,32.34547609918321,84677.64925523571,0.0,2017/08/15 13:27:49,692834.8590806503,9570473.478020407,51.93,3101.65,3.15,1502821669.0,2.0,16.172738049591604
-3.884458996410725,-79.26324500000605,2623.9,29.66033508573856,84707.30959032144,0.0,2017/08/15 13:27:51,692845.7986445299,9570445.91956775,46.76,3101.65,1.65,1502821671.0,2.0,14.83016754286928
-3.88468399641001,-79.26318400000606,2623.9,25.797847233876645,84733.10743755531,0.0,2017/08/15 13:27:53,692852.5229188503,9570421.023841213,46.15,3101.65,6.45,1502821673.0,2.0,12.898923616938323
-3.884920996409535,-79.26314500000606,2641.9,26.574463964959104,84759.68190152028,0.6773419785149635,2017/08/15 13:27:55,692856.8008791407,9570394.806102915,46.15,3101.66,13.15,1502821675.0,2.0,13.287231982479552
-3.885158996409198,-79.26311500000605,2643.5,26.53957578665469,84786.22147730693,0.060287323839006576,2017/08/15 13:27:57,692860.0789599711,9570368.479831293,46.15,3101.67,9.55,1502821677.0,2.0,13.269787893327345
-3.8855269964086676,-79.26306900000607,2643.5,41.02515076844958,84827.24662807537,0.0,2017/08/15 13:28:00,692865.1046437395,9570327.773749497,50.41,3101.68,14.2,1502821680.0,3.0,13.67505025614986
-3.885784996408317,-79.26303900000607,2643.5,28.735126242833243,84855.9817543182,0.0,2017/08/15 13:28:02,692868.3781663054,9570299.235758543,52.15,3101.68,12.6,1502821682.0,2.0,14.367563121416621
-3.8860579964080486,-79.26301600000606,2643.5,30.307888973138123,84886.28964329134,0.0,2017/08/15 13:28:04,692870.8707716495,9570269.040576894,55.95,3101.69,15.1,1502821684.0,2.0,15.153944486569062
-3.8863509964076965,-79.26298500000607,2643.5,32.59415426721134,84918.88379755855,0.0,2017/08/15 13:28:06,692874.2473986145,9570236.631851222,58.91,3101.7,20.7,1502821686.0,2.0,16.29707713360567
-3.886660996407245,-79.26294700000605,2643.5,34.55053044434622,84953.4343280029,0.0,2017/08/15 13:28:08,692878.3976553739,9570202.341566706,63.52,3101.7,8.05,1502821688.0,2.0,17.27526522217311
-3.886997996406701,-79.26290100000607,2643.5,37.626113774041976,84991.06044177694,0.0,2017/08/15 13:28:10,692883.430338049,9570165.063635962,69.97,3101.71,15.55,1502821690.0,2.0,18.813056887020988
-3.887368996406185,-79.26285600000607,2643.5,41.34077121677808,85032.40121299372,0.0,2017/08/15 13:28:12,692888.3442077585,9570124.026012568,77.15,3101.73,18.55,1502821692.0,2.0,20.67038560838904
